event_date,event_type,sub_event_type,actor1,actor2,location,latitude,longitude,notes,fatalities
28-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Ye,15.2465,97.8551,"On 28 February 2021, in Ye town (Ye Township, Mawlamyine District, Mon State), about 20,000 locals held a protest march against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police shot at protesters with guns with rubber or live bullets, and one protester was injured (no additional info about severity of injuries). Protesters were also fired water cannons. [size=about 20,000]",0
28-Feb-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Myitkyina,25.3832,97.3963,"On 28 February 2021, in Myitkyina city (Myitkyina township, Myitkyina District, Kachin state), security forces, reportedly a combined forces of the Myanmar military and police, detained and beat up a journalist.",0
28-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Hlaing,16.8479,96.1252,"On 28 February 2021, Hlaing township (Yangon-west District, Yangon Region), locals held a protest against the military coup and in support of the civil disobedience movement. The Myanmar police intervened to disperse protesters. [size=no report]",0
28-Feb-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Myitkyina,25.3832,97.3963,"On 28 February 2021, in Myitkyina town, Myitkyina township (Myitkyina district, Kachin State), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police and military troops cracked down on protesters and fired shots and tear gas to disperse the crowd in the morning. It was not reported if live rounds or rubber bullets or used. Security forces arrested and detained 72 protesters, including a journalist. They were released later in the evening. At least five people were reportedly injured and taken to the hospital. [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Sanchaung,16.8038,96.1373,"On 27 February 2021, in Sanchaung township (Yangon-west District, Yangon Region), people from different ethnic groups gathered and protested against Myanmar military coup and in support of the civil disobedience movement. Hundreds of ethnic Mon protesters also participated in commemoration of Mon National Day and to protest against the coup. Security forces intervened with tear gas, stun grenades and rubber bulets. Several protesters were arrested, including at least three journalists. [size=no report]",0
27-Feb-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Monywa,22.1086,95.1358,"On 27 February 2021, in Monywa town, Monywa township (Monywa District, Sagaing Region), thousands of people led by students held a protest against the Myanmar military coup and in support of the civil disobedience movement. Security forces intervened and shot protesters to disperse them. At least two protesters were hit by bullets, and ten others sustained minor injuries. A woman was reportedly died from her bullet wound. About 150 protesters were also arrested. A local media reported that their CEO was beaten and arrested while livestreaming the crackdown. [size=thousands]",1
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Magway,20.1496,94.9325,"On 27 February 2021, in Magway town, Magway township (Magway District, Magway Region), locals held a protest against the military coup and in support of the civil disobedience movement. Police intervened with tear gas to disperse protesters. At least 10 people were arrested including a journalist. The journalist was later released. [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Kamayut,16.8277,96.1324,"On 27 February 2021, at Kamayut Township (Yangon (West) District, Yangon Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Security forces intervened with tear gas and stun bomb. Several protesters were arrested. Two journalists - including one from AP and one from Myanmar Pressphoto Agency - were arrested while covering the protest. One of them was later released on 24 March 2021. [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Chanayethazan,21.9753,96.0946,"On 27 February 2021, at 88 and 33 street in Chanayethazan township (Mandalay District, Mandalay Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Protesters dispersed after the Myanmar police blocked their way [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Kyauktada,16.7743,96.1616,"On 27 February 2021, in Kyauktada Township (Yangon (West) District, Yangon Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police dispersed protesters with tear gas and rubber bullets. Some protesters were also arrested. [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Yinmarbin,22.0831,94.9021,"On 27 February 2021, in Yinmarbin township (Yinmarbin District, Sagaing Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police blocked protesters for the first time since the protest in the town started. [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Mahaaungmyay,21.9589,96.0912,"On 27 February 2021, between 38 and 86 streets in Mahaaungmyay township (Mandalay District, Mandalay Region), thousands of people held a general protest against the Myanmar military coup and in support of the civil disobedience movement. Protesters dispersed after the Myanmar police blocked them their way. [size=thousands]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Lashio,22.9359,97.7498,"On 27 February 2021, Lashio town (Lashio Township, Lashio District, Shan State), held a protest against the military coup and in support of the civil disobedience movement. Protesters dispersed after the Myanmar military and police approached protesters to arrest them. [size=no report]",0
27-Feb-21,Protests,Excessive force against protesters,Protesters (Myanmar),Police Forces of Myanmar (2021-),Dawei,14.0828,98.1915,"On 27 February 2021, in Dawei town (Dawei Township, Dawei District, Tanintharyi Region), tens of thousands of locals including students, teachers and civil servants held a protest march against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police dispersed protesters with tear gas and warning shots. Six protesters were injured and about seven protesters were arrested. [size=tens of thousands]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Myeik,12.4395,98.6003,"On 27 February 2021, in Myeik town (Myeik Township, Myeik District, Tanintharyi Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police and Myanmar military intervened and beat some protesters. At least 10 protesters were also arrested. [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Myitkyina,25.3832,97.3963,"On 27 February 2021, in Myitkyina city (Myitkyina township, Myitkyina District, Kachin state), tens of thousands of locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police arrested at least nearly 80 protesters including a 12-year-old protester [size=tens of thousands].",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Pakokku,21.3349,95.0844,"On 27 February 2021, in Pakokku city (Pakokku District, Magway Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Myanmar military and police dispersed protesters with gunfire with either rubber or live bullets. No additional information about injuries. Fifteen protesters were arrested during the protest. [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Hkamti,25.8559,95.7059,"On 27 February 2021, in Hkamti town, Hkamti township (Hkamti District, Sagaing Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar Police blocked and arrested some of the protesters. The Myanmar police and protest leaders negotiated. Afterwards, protesters dispersed. [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Maubin,16.7261,95.6484,"On 27 February 2021, in Maubin township (Maubin district, Ayeyarwaddy region), locals including engineers, students and farmers held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police blocked protesters. [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Mawlamyinegyun,16.3789,95.2629,"On 27 February 2021, in Mawlamyinegyun township (Labutta district, Ayeyarwaddy region), locals held a protest against the military coup and in support of the civil disobedience movement. The Myanmar police arrested 17 protesters including 9 women reportedly during the protest [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Dagon Myothit (North),16.8808,96.1893,"On 27 February 2021, in Dagon Myothit (North) (Yangon-East District, Yangon region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police arrested some protesters. The Myanmar police arrested a total of 166 protesters including 60 women protests in several locations across Yangon on this day. [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Tamwe,16.8102,96.1765,"On 27 February 2021, in Tamwe township (Yangon-east district, Yangon region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police arrested some protesters. The Myanmar police arrested a total of 166 protesters including 60 women protests in several locations across Yangon on this day. [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Kawthoung,9.9824,98.5503,"On 27 February 2021, in Kawthoung town (Kawthoung Township, Kawthoung District, Tanintharyi Region), locals held a protest against the military coup and in support of the civil disobedience movement. The Myanmar police arrested some protesters reportedly during the protest. [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Bahan,16.8106,96.1574,"On 27 February 2021, in front of the Singapore Embassy in Bahan township (Yangon-east District, Yangon Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police arrested some protesters. The Myanmar police arrested a total of 166 protesters including 60 women protests in several locations across Yangon on this day. [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Hakha,22.65,93.6167,"On 27 February 2021, in Hakha city (Hakha Township, Hakha District, Chin State), locals including civil servants and students held a protest against the Myanmar military coup and in support of the civil disobedience movement. Myanmar police intervened and dispersed protesters. Some protesters were arrested, along with a journalist. [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Pakokku,21.3349,95.0844,"On 27 February 2021, in Pakokku city (Pakokku District, Magway Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Security forces dispersed protesters and arrested seven protesters, including two members of the Myanmar Red Cross Society and 3 health workers. [size=no report]",0
27-Feb-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Mawlamyine,16.4563,97.6469,"On 27 February 2021, in Mawlamyine city (Mawlamyine Township, Mawlamyine District, Mon State), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police shot protesters with guns. One protester died. [size=no report]",1
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Waingmaw,25.3502,97.4384,"On 27 February 2021, in Waingmaw town, Waingmaw township (Myitkyina District, Kachin State), locals protested against Myanmar military coup and in support of the civil disobedience movement. The Myanmar police arrested two protesters, including teachers. Arrestees were sent to Myitkyina prison. [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Myawaddy,16.6891,98.5089,"On 27 February 2021, in Myawaddy town (Myawaddy Township, Myawaddy District, Kayin State), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police arrested 15 protesters during the protest. [size=no report]",0
27-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Ye,15.2465,97.8551,"On 27 February 2021, in Ye Township (Mawlamyine District, Mon State), about 30,000 locals including civil servants and villagers held a protest march against the Myanmar military coup and in support of the civil disobedience movement. After marching in the city, about 40 police officers arrived at the gathering point and dispersed protesters. [size=about 30,000]",0
26-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Ngape,20.0753,94.4676,"On 26 February 2021, in Ngape town, Ngape township (Minbu District, Magway Region), protesters held a sit-in protest in front of the Ngape Township Police Station to demand for the release of a philanthropist detained for opposing the coup. They had been protesting since 3pm on 25 February. At around 10:30am, police cracked down on the protest by firing tear gas, with 2 protesters sustaining head injuries. [size=no report]",0
26-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Taunggyi,20.7892,97.0378,"On 26 February 2021, in Taunggyi town (Taunggyi Township, Taunggyi District, Shan State), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar police arrested a 16-year-old protester during the protest [size=no report]",0
26-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Chanayethazan,21.9753,96.0946,"On 26 February 2021, in Chanayethazan town, Chanayethazan township (Mandalay District, Mandalay Region), locals including Buddhist monks gathered near Diamond Plaza against the Myanmar military coup and in support of the civil disobedience movement. Monks attempted to negotiate with police for the rally to proceed but police called for the crowd to disperse. As the crowd was dispersing, police fired slingshots at protesters and fired into the air three times - it was not clear if rubber bullets or live rounds were fired. Flash bang grenades were also used, while local residents later found bullets, shell casings and other projectiles. At least six people were arrested. [size=no report]",0
26-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Hakha,22.65,93.6167,"On 26 February 2021, in Hakha town (Hakha township, Hakha district, Chin state), about 2,000 locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police intervened and fired water cannons to disperse protesters. [size=about 2,000]",0
26-Feb-21,Riots,Violent demonstration,Rioters (Myanmar),Police Forces of Myanmar (2021-),Kamayut,16.8277,96.1324,"On 26 February 2021, in Kamayut township (Yangon (West) district, Yangon region), demonstrators held a sit-in at the Hledan intersection against the military coup and in support of the civil disobedience movement. Police then charged at the crowd in an attempt to disperse them, reportedly beating demonstrators with batons. Police also fired warning shots with rubber bullets and used stun grenades. Some demonstrators reportedly retaliated by firing pellets using slingshots. Following the confrontation, a smaller group of demonstrators gathered again at the intersection chanting slogans, before police dispersed the crowd by firing rubber bullets into the crowd. At least 8 demonstrators were arrested. [size=no report]",0
26-Feb-21,Protests,Excessive force against protesters,Protesters (Myanmar),Police Forces of Myanmar (2021-),Mahaaungmyay,21.9589,96.0912,"On 26 February 2021, in Mahaaungmyay town, Mahaaungmyay township (Mandalay District, Mandalay Region), people protested against the Myanmar military coup and in support of the civil disobedience movement. Security forces (including the military and police) fired live rounds and rubber bullets to disperse protesters. At least one person was injured, sustaining a gunshot wound to his leg. 'Truckloads' of people were reportedly arrested following the confrontation. [size=no report]",0
26-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Hlaing,16.8479,96.1252,"On 26 February 2021, in Hlaing township (Yangon (West) district, Yangon region), people gathered for a protest rally against the military coup and in support of the civil disobedience movement at the intersection of Insein Road and Station Road. Police then stormed the rally and used smoke bombs and shot into the air to disperse the crowd. It was not clear if rubber bullets or live rounds were used. [size=no report]",0
26-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Pyinmana,19.7381,96.2074,"On 26 February 2021, in Pyinmana town, Pyinmana township (Det Khi Na District, Nay Pyi Taw Region), people staged a sit-in protest against the Myanmar military coup and in support of the civil disobedience movement. Police dispersed the crowd by firing guns and using stun grenades. It was not clear if rubber bullets or live rounds were fired. At least 20 protesters were arrested, with about 30 motorbikes seized from the protest. [size=no report]",0
26-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Sanchaung,16.8038,96.1373,"On 26 February 2021, in Sanchaung township (Yangon (West) district, Yangon region), 1,000 people protested against the military coup and in support of the civil disobedience movement. Police then charged at the crowd in an attempt to disperse them. An unknown number of people were arrested, including two journalists who were briefly detained before being released after presenting their press credentials. A Japanese journalist was also arrested and taken to the police station before he was released. [size=1,000]",0
25-Feb-21,Protests,Excessive force against protesters,Protesters (Myanmar),Rioters (Myanmar),Kyauktada,16.7743,96.1616,"On 25 February 2021, in Kyauktada township (Yangon(West) district, Yangon region), hundreds of pro-military supporters -- some of whom were later found to be carrying materials suggesting that they were USDP members -- held a march to Sule Pagoda in the morning in support of the military coup. Meanwhile, anti-military demonstrators gathered to carry out pot-banging arms to express their opposition to the group. During the rally, pro-military demonstrators reportedly destroyed some cars with NLD decals and threw a rock at a photo journalist. Pro-military demonstrators armed with machetes and wooden clubs also charged towards bystanders and other anti-military demonstrators. A man was hit with stones and wooden clubs after he tried to block the pro-military mob from charging at others. He was bleeding from his mouth and suffered fracture in his arm. Some cameras and equipment of journalists were destroyed. Police deployed at the scene reportedly stood by without intervening and also removed barricades for the pro-military rally to pass through a blocked road. [size=no report]",0
25-Feb-21,Riots,Violent demonstration,Rioters (Myanmar),Rioters (Myanmar),Mingalar Taung Nyunt,16.7889,96.1679,"On 25 February 2021, in Mingalar Taung Nyunt township (Yangon (East) district, Yangon region), shortly after demonstrators held a pro-military rally around Sule Pagoda, a pro-military group gathered at the Central Railway Station and government railway workers residing at the quarters carried out pot-banging to oppose their presence, resulting in clashes with both sides throwing stones at each other. Pro-military group also hurled sticks and knives at government railway workers. As many as 30 residents were injured. Residents stated that they found items on the pro-military group that were used at the earlier rally, and evidence suggesting that they were members of the military-backed USDP. 23 pro-military supporters were caught by residents and handed over to the police. [size=no report]",0
25-Feb-21,Protests,Peaceful protest,Protesters (Myanmar),Protesters (Myanmar),Thuwunnawady,17.0602,97.3048,"On 25 February 2021, in Thuwunnawady town (Thaton town, Thaton district, Mon State), pro-military supporters held a protest march in support of the Myanmar military coup. As they were passing through town, locals gathered to voice opposition to their presence and also in support of the civil disobedience movement against the military coup. [size=no report]",0
25-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Tamwe,16.8102,96.1765,"On 25 February 2021, in Tamwe town, Tamwe township (Yangon (East) district, Yangon region), locals gathered to protest against the newly-appointed ward administrator by the military. Security forces (including police and military) dispersed the crowd by using flash bangs and firing warning shots using live ammunitions into the air at the corner of Aung Mingalar Road and Hnin Si Road in the evening. Gunfire was reportedly heard again at around 1am, until the police and military left at 2am. At least 30 people were arrested throughout the night - two street vendors in the area were reportedly taken away, with their money taken away by the police. No injuries reported. [size=no report]",0
24-Feb-21,Protests,Peaceful protest,Protesters (Myanmar),Protesters (Myanmar),Kawthoung,9.9824,98.5503,"On 24 February 2021, in Kawthoung township (Kawthoung District, Tanintharyi Region), about 300 pro-military supporters riding in cars and on motorcycles held a protest in support of the Myanmar military coup. As they were attempting to enter the town, residents carried out pot-banging to protest against their arrival and blocked the roads using cars and motorcycles, forcing the pro-military supporters to turn back. [size=about 300]",0
24-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Minbu,20.1806,94.876,"On 24 February 2021, in Minbu town (Minbu township, Minbu district, Magway region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police intervened and arrested 7 protesters. All of them were released later in the evening on the same day. [size=no report]",0
23-Feb-21,Protests,Peaceful protest,Protesters (Myanmar),Protesters (Myanmar),Pakokku,21.3349,95.0844,"On 23 February 2021, in Pakokku town (Pakokku township, Pakokku district, Magway region), pro-military supporters gathered in cars inside the USDP office and then held a protest march around the city in support of the military coup and the State Administration Council. As they were passing through the city, residents against the military coup protested through pot-banging in front of vehicles carrying military supporters. [size=no report]",0
23-Feb-21,Protests,Peaceful protest,Protesters (Myanmar),Protesters (Myanmar),Lashio,22.9359,97.7498,"On 23 February 2021, in Lashio town (Lashio Township, Lashio District, Shan State), around 500 people held a protest against the Myanmar military coup and in support of the civil disobedience movement. Meanwhile, 1,000 pro-military supporters also rallied to show their support for the military. [size=around 1,500]",0
23-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Myitkyina,25.3832,97.3963,"On 23 February 2021, in Myitkyina city (Myitkyina Township, Myitkyina District, Kachin State), locals held motorcycle campaigns as well as a sit-down protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military flew fighter jets and helicopters above the city. The military also shot protesters with a slingshot. One woman sustained minor injuries after being hit in the forehead from the slingshot. [size=no report]",0
22-Feb-21,Riots,Mob violence,Rioters (Myanmar),Civilians (Myanmar),Taungdwingyi,20.0065,95.5453,"On 22 February 2021, in Taungdwingyi town, Taungdwingyi township (Taungdwingyi District, Magway Region), a man was attacked by pro-military supporters using slingshots after he was seen recording a video on his phone. He sustained injuries in his eye and was reportedly blinded. [size=no report]",0
22-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Nay Pyi Taw,19.745,96.1297,"On 22 February 2021, in Nay Pyi Taw city, reportedly close to a million students, government employees and residents held a protest march against the Myanmar military coup and in support of the civil disobedience movement, as part of the nationwide '22222' general strike. Between 200 to 300 protesters, mostly women, were arrested. [size=close to a million]",0
22-Feb-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Myitkyina,25.3832,97.3963,"On 22 February 2021, in Myitkyina city (Myitkyina Township, Myitkyina District, Kachin State), the Myanmar military shot with a slingshot at a young boy. He was taken to a hospital and had four stitches. The incident happened as a young boy got out and looked at the Military truck with soldiers.",0
22-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Pyinmana,19.7381,96.2074,"On 22 February 2021, in Pyinmana township (Det Khi Na District, Nay Pyi Taw), about 100,000 people held a sit-in protest against the Myanmar military coup and in support of the civil disobedience movement, as part of the nationwide '22222' general strike. The Myanmar military and police intervened and police arrested between more than 100 to nearly 200 protesters during the protest, including 8 of them who were charged under the Natural Disaster Management Law. Police also confiscated many motorcycles and allegedly asked for 100,000 kyats for each motorcycle to be returned. [size=about 100,000]",0
21-Feb-21,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Tee Ma,23.7686,98.0164,"On 21 February 2021, near Tee Ma village (Muse Township, Muse District, Shan State), the Myanmar military shelled from the People's Militia base. One villager was injured.",0
21-Feb-21,Protests,Peaceful protest,Protesters (Myanmar),Protesters (Myanmar),Mohnyin,24.7782,96.3686,"On 21 February 2021, in Mohnyin town (Mohnyin township, Mohnyin district, Kachin State), locals held a protest in support of the Myanmar military coup and the newly formed State Administration Council. As they were marching through town, people gathered to carry out pot-banging to protest against the pro-military supporters. [size=no report]",0
20-Feb-21,Riots,Violent demonstration,Rioters (Myanmar),Police Forces of Myanmar (2021-),Mahaaungmyay,21.9589,96.0912,"On 20 February 2021, in Mahaaungmyay town, Mahaaungmyay township (Mandalay district, Mandalay region), hundreds of people rallied at Yadanarbon shipyard to support striking government workers from the Inland Water Transport Department after police raided the shipyard to force workers to return to work. They carried out pot-banging and called the police to leave, with some demonstrators reportedly firing catapults at police. Police fired tear gas and opened fire with rubber bullets as well as live rounds to disperse the crowd. A reported 300-400 shots were fired. Four people were killed and dozens were injured, including a man whose body was only returned to the family on 21 February, and another man who later died while receiving medical care a military hospital. At least 10-30 people were arrested. An ambulance belonging to a local volunteer humanitarian team was also shot at while the team was trying to perform relief operations for injured demonstrators. [size=hundreds]",4
20-Feb-21,Violence against civilians,Attack,Police Forces of Myanmar (2021-),Civilians (Myanmar),Shwepyithar,16.955,96.0833,"On 20 February 2021, in Shwepyithar town, Shwepyithar township (Yangon (North) district, Yangon region), a man who was performing neighbourhood night-time duty in No (15) Ward was shot and killed by the police after he stopped a police car which was trying to enter the ward. The police reportedly shot him in his head three times.",1
19-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Monywa,22.1086,95.1358,"On 19 February 2021, in Monywa town (Monywa Township, Monywa District, Sagaing Region), locals marched to Yinmarbin township to joined another group of anti-coup protesters. However, the Myanmar military blocked them on their way. [size=no report]",0
19-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Myitkyina,25.3832,97.3963,"On 19 February 2021, in Myitkyina city (Myitkyina Township, Myitkyina District, Kachin State), locals including teachers held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police reportedly gave chase and beat up protesters with batons, and attacked them with slingshots. 14 civilians (including youth and teachers) were arrested during the protest. They were later released on bail on the same day. [size=no report]",0
19-Feb-21,Violence against civilians,Attack,Police Forces of Myanmar (2021-),Civilians (Myanmar),Myitkyina,25.3832,97.3963,"On 19 February 2021, in Myitkyina city (Myitkyina Township, Myitkyina District, Kachin State), Myanmar police and Myanmar military approached and beat staff from the Education Department while they were preparing for an anti-coup protest.",0
18-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Thandwe,18.4654,94.3656,"On 18 February 2021, in Thandwe town (Thandwe Township, Thandwe District, Rakhine State), about 50 students and teachers held a protest against the Myanmar military coup and in support of the civil disobedience movement. At least 5 students and teachers were arrested. [size=about 50]",0
18-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Za Bu Thi Ri,19.764,96.061,"On 18 February 2021, in Za Bu Thi Ri township (Nay Pyi Taw region), tens of thousands of locals held a sit-in protest at Thapyaygone roundabout against the Myanmar military coup and in support of the civil disobedience movement. Police then used two water cannons to disperse protesters, and seized their motorcycles and vehicles. It was reported that around 50 people were arrested. Following the arrests, protesters continued to rally around the roundabout demanding for the release of detained protesters. [size=tens of thousands]",0
18-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Myitkyina,25.3832,97.3963,"On 18 February 2021, in Myitkyina city (Myitkyina Township, Myitkyina District, Kachin State), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Myanmar military and Police attacked protesters with slingshots and arrested at least two civilians and a monk. [size=no report]",0
18-Feb-21,Riots,Mob violence,Rioters (Myanmar),Civilians (Myanmar),Bahan,16.8106,96.1574,"On 18 February 2021, in Bahan township (Yangon-east District, Yangon Region), some monks hit some cars and entered a monastery compound. Afterwards, locals got out and gathered in front of the monastery. The monks shot them with slingshots, injuring a journalist. Police arrived at the scene and protected the monks. [size=no report]",0
17-Feb-21,Protests,Excessive force against protesters,Protesters (Myanmar),Police Forces of Myanmar (2021-),Chanayethazan,21.9753,96.0946,"On 17 February 2021, in Chanayethazan town, Chanayethazan township (Mandalay District, Mandalay region), in the evening, anti-coup demonstrators occupied and blocked tracks at the Mandalay Railway Station to protest against the military coup and urging civil servants working at the Myanmar Railways to join the civil disobedience movement. Police fired about 40 shots and sprayed tear gas to disperse demonstrators. It was not clear if the bullets were live rounds or rubber bullets. A local humanitarian charity claimed that their ambulances were hit by the bullets and one member was shot in his left leg. [size=no report]",0
17-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Chanayethazan,21.9753,96.0946,"On 17 February 2021, in Chanayethazan town, Chanayethazan township (Mandalay District, Mandalay region), people including government railway staff held a sit-in protest in front of the Myanma Railways Diesel Locomotive Shed against the Myanmar military coup, and urging government railway staff to join the civil disobedience movement. The military intervened and arrested people. One of the detainees arms was broken before he was able to escape detention. [size=no report]",0
17-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Toungup,18.8561,94.2408,"On 17 February 2021, in Toungup town, Toungup township (Thandwe district, Mandalay region), about 50 locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police intervened and arrested 3 NLD youth members who were protesting. [size=about 50]",0
16-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Thandwe,18.4654,94.3656,"On 16 February 2021, in Thandwe town (Thandwe Township, Thandwe District, Rakhine State), locals protested against the Myanmar military coup and in support of the civil disobedience movement. At least five protesters - including one student and two teachers - were arrested by the police during the protest. Five of them were charged under the Peaceful Assembly and Peaceful Procession Law. Three protesters arrested during the protest were released don 8 March. [size=no report]",0
16-Feb-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Chanmyathazi,21.9394,96.0958,"On 16 February 2021, in Chanmyathazi township (Mandalay District, Mandalay Region), about 30 military and police officers raided some houses due to the sound of pot-banging in the area. Some people were reportedly beaten and shot with slingshots by the security forces. Damages to houses were reported following the raid, after police pelted the houses with stones.",0
